SMILES,148_KAG,290_KBA,178_KAA,154_KAN,212_KAL,342_KAI,104_KAF,260_KAF,140_KAC,168_KAK,314_KAF,340_KAH,22_KAI,156_KAE,80_KAD,92_KAM,222_KAV,210_KAF,216_KAA,204_KAM,296_KAW,220_KAH,286_KAM,200_KAR,134_KAC,216_KAN,134_KAH,322_KAK,72_KAI,182_KAD,304_KAQ,140_KAD,268_KAL,192_KAO,284_KAJ,310_KAQ,58_KAF,8_KAI,34_KAS,56_KAS,22_KAJ
c1(c2c(nc3cc4c(cc3c2c2ccc(F)cc2)OCCO4)co1)O,-8.6,-8.5,-6.6,-6.5,-6.8,-6.0,-7.3,-7.1,-6.8,-6.8,-7.1,-6.9,-7.4,-7.6,-6.4,-7.0,-7.1,-8.5,-8.3,-6.0,-8.4,-6.6,-6.5,-6.4,-6.7,-7.2,-7.9,-6.5,-7.8,-8.5,-8.0,-6.7,-7.6,-8.8,-6.7,-8.1,-7.3,-7.1,-6.9,-7.6,-8.0
O([C@H]1[C@@H]2C[C@@H]3C[C@H]1C[C@@](C3)(C2)C(=N)O)C(=O)N1CC[C@@H](C1)c1cc(C)n(n1)C,-8.9,-8.7,-7.5,-6.6,-7.2,-7.3,-8.3,-7.9,-6.6,-7.2,-7.9,-7.2,-7.5,-6.7,-6.6,-7.3,-6.9,-8.7,-8.9,-5.9,-8.7,-7.0,-7.1,-7.3,-7.5,-8.1,-8.1,-7.0,-7.6,-8.5,-8.3,-7.4,-7.5,-8.9,-6.9,-8.0,-7.9,-7.4,-7.3,-8.1,-8.2
O=C(NCc1ccccc1F)c1ccc2c(c1)OCCO2,-7.8,-7.1,-7.5,-6.5,-6.7,-6.8,-7.6,-6.9,-6.6,-6.2,-6.7,-6.1,-7.5,-6.9,-5.9,-6.1,-6.7,-8.1,-7.6,-5.3,-8.0,-6.2,-6.0,-7.1,-7.3,-7.1,-7.5,-6.0,-6.6,-7.2,-7.0,-6.6,-6.9,-8.4,-5.8,-7.7,-7.0,-7.4,-6.2,-6.9,-6.9
c1(nc([nH]c(=O)c1O)c1cccc(F)c1)C(=O)NCc1ccc(F)cc1,-8.3,-8.0,-7.1,-7.2,-7.2,-7.5,-8.7,-7.6,-7.3,-7.4,-7.2,-7.3,-8.2,-7.7,-6.7,-6.8,-7.5,-8.7,-8.2,-6.5,-9.1,-7.3,-7.0,-8.0,-7.6,-7.9,-8.4,-6.8,-7.7,-8.7,-7.8,-7.9,-7.9,-9.0,-6.9,-8.9,-7.8,-8.6,-7.2,-7.9,-8.2
C(=O)(N/N=C/c1c(Cl)cncc1Cl)CNc1c(cccc1)CC,-7.0,-7.0,-6.5,-6.5,-6.3,-6.1,-7.4,-6.5,-6.0,-6.0,-6.3,-6.1,-7.1,-6.5,-5.6,-5.7,-5.7,-7.3,-7.2,-5.3,-7.1,-6.4,-5.7,-6.9,-6.5,-6.5,-6.9,-5.4,-6.3,-6.6,-6.5,-5.9,-6.4,-8.0,-5.6,-6.9,-6.3,-7.2,-6.2,-6.3,-6.5
c1(cc2c(cn1)[nH]c1ccc(cc21)NCc1ccccc1)CO,-8.4,-7.5,-7.1,-7.3,-7.2,-7.6,-8.2,-7.2,-6.9,-7.0,-6.8,-7.3,-8.2,-7.0,-6.4,-6.8,-7.0,-8.6,-7.8,-6.1,-8.5,-6.8,-6.5,-7.5,-7.4,-7.4,-8.0,-6.6,-7.2,-7.8,-7.5,-6.7,-7.5,-9.0,-5.9,-8.2,-7.5,-8.0,-6.5,-7.7,-7.5
c1(cc2ncn(c(=O)c2cc1OC)Cc1cc(c(c(c1)OC)OC)OC)OC,-6.9,-6.3,-5.8,-5.3,-5.6,-5.9,-7.0,-5.8,-5.7,-5.7,-6.3,-5.8,-6.4,-5.9,-5.5,-5.5,-5.9,-7.1,-7.0,-4.6,-7.6,-5.3,-5.6,-5.7,-6.4,-6.3,-6.8,-5.2,-6.4,-6.3,-6.4,-5.6,-6.3,-7.4,-5.6,-6.8,-6.5,-6.2,-5.8,-6.2,-6.7
C(=C\C=C\C(=C/C(=O)NCCc1ccc(cc1)O)\C)(/C)\C=C\[C@H]1C(C=CC(=C1C)c1cccc(c1)OC)(C)C,-8.5,-8.5,-7.3,-6.5,-7.6,-5.4,-10.0,-7.8,-6.4,-6.9,-7.2,-7.6,-8.9,-7.2,-6.6,-7.0,-7.9,-9.3,-9.2,-5.2,-8.7,-6.0,-6.9,-6.4,-8.1,-7.8,-8.1,-7.1,-8.6,-7.7,-7.6,-6.4,-8.7,-10.4,-6.5,-7.0,-8.2,-7.7,-6.1,-7.9,-7.7
c1(ccc(C)c(c1)/N=C(\c1cnc2ccccn12)/O)c1nc(on1)[C@H]1C[C@H](C1)NCCOC,-8.1,-7.2,-7.4,-6.5,-6.9,-6.8,-7.9,-6.6,-6.5,-6.7,-7.5,-6.9,-7.8,-6.6,-6.4,-6.5,-6.9,-8.2,-8.1,-5.4,-7.8,-6.4,-6.5,-5.6,-6.9,-7.4,-7.6,-6.0,-7.3,-8.5,-7.3,-6.2,-7.5,-8.5,-6.6,-7.2,-7.5,-7.7,-6.5,-7.3,-6.9
C(=O)(NN(c1nc(ncc1Br)C#N)Cc1ccco1)c1ccc(cc1)CN1CCN(C)CC1,-7.9,-7.4,-6.7,-5.8,-6.5,-6.4,-7.6,-7.0,-6.5,-6.6,-7.0,-6.5,-6.7,-6.5,-6.2,-6.2,-6.8,-8.5,-8.1,-5.4,-8.5,-6.3,-6.7,-5.8,-7.0,-6.9,-7.7,-6.4,-7.2,-7.9,-7.0,-6.2,-7.1,-8.2,-6.6,-7.4,-7.0,-7.1,-6.0,-7.0,-6.9
n1(c(=O)c2cccc3cccc(c23)c1=O)Cc1cc(c(c(c1)OC)OC)OC,-8.0,-7.3,-6.5,-6.3,-6.3,-5.4,-7.7,-6.9,-6.6,-6.5,-6.8,-6.8,-7.7,-6.9,-6.6,-6.9,-7.5,-8.6,-7.9,-6.0,-8.7,-5.8,-6.4,-6.0,-6.8,-7.0,-7.5,-6.0,-7.4,-7.6,-7.8,-6.6,-7.8,-8.5,-6.5,-7.2,-7.1,-6.6,-6.9,-7.6,-7.4
[C@@H](N1CC(C1=O)(CC)CC)(C(=O)OCC)OC(=O)c1ccc(cc1)OC,-6.7,-6.3,-5.5,-5.3,-5.5,-5.6,-6.5,-5.7,-5.0,-4.9,-5.8,-5.1,-5.9,-6.1,-4.8,-5.2,-5.6,-6.7,-6.8,-5.0,-7.3,-5.2,-5.0,-5.4,-5.7,-5.8,-6.2,-5.0,-6.1,-5.9,-5.6,-5.2,-5.9,-7.1,-4.6,-6.2,-5.8,-5.6,-5.1,-6.2,-5.9
n1(nnc2c(=O)[nH]c(nc12)C(C)C)c1cccc(c1)OC(C)C,-7.4,-7.0,-6.7,-5.9,-6.8,-6.3,-7.6,-6.9,-6.4,-6.1,-6.5,-6.2,-7.5,-6.2,-5.9,-6.3,-6.7,-7.7,-7.5,-5.6,-8.0,-6.3,-6.2,-7.3,-6.6,-6.7,-7.8,-6.1,-7.1,-7.6,-6.7,-6.4,-6.8,-8.4,-6.0,-7.0,-7.0,-7.4,-6.2,-6.9,-7.1
c1(cc(cc(c1OC)OC)COC(=O)c1ccc(C)o1)OC,-6.2,-5.8,-5.7,-5.4,-5.5,-5.4,-6.5,-5.4,-5.3,-4.8,-5.4,-5.3,-6.2,-5.7,-4.8,-5.1,-5.6,-6.7,-6.1,-4.2,-6.3,-5.1,-5.0,-5.8,-6.0,-5.5,-5.9,-4.7,-5.3,-5.7,-5.8,-5.4,-5.3,-6.9,-4.9,-6.4,-5.7,-6.1,-5.1,-5.7,-5.5
O=C(NC1=C(CNCC1)C(=O)O)CCc1ccc2ccccc2c1,-8.3,-7.7,-7.2,-7.1,-7.0,-6.9,-8.5,-7.0,-7.1,-6.7,-7.3,-6.8,-8.2,-7.4,-6.6,-6.5,-7.0,-8.5,-8.0,-5.9,-8.3,-6.9,-6.9,-7.0,-7.4,-7.5,-7.4,-6.2,-7.5,-7.8,-7.4,-7.1,-7.8,-9.0,-6.5,-7.7,-8.0,-8.1,-7.3,-7.4,-7.7
Cn1c2c(c3ccc(cc13)N1CCN(CC1=O)CCc1ccccn1)CNCCC2,-8.4,-8.3,-7.3,-6.8,-7.4,-6.9,-8.1,-7.2,-7.3,-7.4,-7.7,-7.8,-8.3,-7.3,-6.9,-7.3,-7.6,-8.8,-9.1,-5.6,-9.2,-6.9,-7.4,-6.6,-7.2,-7.7,-8.5,-7.0,-8.0,-8.0,-7.8,-7.1,-7.9,-9.7,-7.0,-8.4,-7.5,-7.5,-7.1,-7.4,-8.0
Cc1nn(c(c1c1ccccc1)N)c1ccccc1,-7.2,-7.0,-5.7,-5.7,-5.6,-6.4,-6.9,-6.0,-6.1,-5.8,-6.1,-6.0,-6.9,-6.3,-5.7,-5.8,-5.9,-7.1,-7.5,-5.0,-7.5,-6.2,-5.8,-6.9,-6.0,-6.4,-6.8,-5.9,-6.3,-6.7,-6.2,-6.1,-7.2,-8.4,-5.3,-6.9,-6.4,-6.7,-5.5,-6.6,-6.7
Cc1cc(C)nc(N2C[C@@H]3CN(C(=O)c4cccc(F)c4c4ncccc4Cl)C[C@@H]3C2)n1,-8.9,-8.8,-7.8,-6.9,-7.0,-5.8,-7.8,-7.6,-7.5,-7.6,-7.8,-7.2,-7.4,-7.1,-6.7,-7.5,-7.0,-9.0,-9.6,-6.2,-9.8,-6.9,-7.5,-6.0,-7.1,-8.6,-8.4,-6.9,-7.9,-9.0,-8.0,-6.8,-7.8,-9.4,-7.5,-7.8,-7.7,-7.1,-7.2,-8.6,-8.1
Nc1nc2ccccc2c2cccc(F)c12,-7.7,-7.3,-6.9,-6.5,-6.6,-6.2,-7.5,-6.5,-6.3,-6.2,-6.3,-5.9,-7.2,-6.2,-5.7,-6.2,-6.5,-7.6,-7.4,-5.9,-7.5,-6.0,-5.7,-8.0,-6.4,-6.4,-7.1,-5.4,-6.6,-7.3,-7.3,-6.3,-6.6,-8.5,-5.4,-7.0,-7.0,-6.0,-6.4,-6.6,-7.0
[C@H]1(CCCN(C1)Cc1cccc(c1)C(F)(F)F)CNC(=O)Cc1ccc(cc1)OC,-8.4,-7.2,-8.2,-7.0,-7.0,-6.9,-8.3,-7.2,-7.4,-7.0,-6.9,-6.9,-8.2,-7.7,-6.6,-6.8,-6.9,-8.7,-8.4,-6.3,-8.4,-6.5,-6.9,-6.9,-7.6,-7.7,-7.9,-6.6,-7.3,-7.5,-7.2,-7.4,-7.7,-9.2,-5.6,-7.6,-7.8,-7.2,-7.1,-6.8,-7.7
c1(ccc2nc(c(nc2n1)c1ccc(c(c1)O)O)c1ccc(c(c1)O)O)N,-8.5,-7.7,-5.9,-6.3,-6.8,-6.3,-7.2,-6.9,-6.6,-7.2,-7.0,-6.6,-7.4,-7.0,-6.4,-6.4,-6.7,-8.4,-8.8,-5.5,-8.5,-6.6,-6.7,-5.3,-6.4,-6.9,-7.7,-6.5,-7.4,-7.4,-7.4,-7.4,-7.6,-8.2,-7.0,-7.6,-7.1,-7.7,-6.3,-7.9,-8.0
c1(nc2ccccc2n1C)CCNC(=O)CCC,-6.1,-6.0,-5.7,-5.2,-5.6,-5.6,-6.2,-5.6,-5.4,-5.4,-5.2,-5.5,-5.8,-5.7,-4.6,-5.1,-5.4,-6.6,-6.0,-4.5,-6.7,-5.2,-4.5,-5.8,-5.4,-5.9,-5.9,-5.0,-5.3,-6.3,-5.6,-5.5,-5.4,-6.5,-4.6,-6.3,-5.7,-6.2,-4.8,-5.7,-5.4
c1(cc2c(cc1OC)c1c(c(c(c3c1c(c2)N(C)CC3)CNC(=O)/C=C/c1cc(c(c(c1)OC)O)OC)OC)OC)OC,-8.2,-7.4,-6.6,-6.2,-7.1,-6.1,-7.4,-7.2,-6.9,-6.9,-7.4,-6.4,-7.6,-6.1,-6.3,-6.2,-7.0,-9.1,-8.5,-5.9,-8.6,-6.6,-7.2,-5.5,-7.4,-7.5,-8.5,-6.9,-7.9,-7.5,-7.6,-6.2,-7.1,-8.8,-6.7,-7.2,-7.4,-8.1,-6.9,-7.0,-7.4
[C@@H]1(CCN(CC1)c1ccc(cc1)N(=O)=O)OC(=O)c1ccccc1,-7.7,-6.9,-6.8,-5.9,-6.5,-6.3,-7.7,-6.5,-6.6,-6.1,-6.6,-6.5,-7.0,-6.9,-5.6,-6.1,-6.3,-8.2,-7.4,-4.8,-8.0,-6.1,-6.0,-6.3,-7.0,-7.0,-7.4,-6.0,-6.7,-7.0,-6.7,-6.2,-7.1,-8.8,-5.7,-7.4,-6.9,-6.3,-6.0,-7.0,-6.9
S=C(NCCN1CCOCC1)Nc1cccc(Cl)c1,-6.5,-5.8,-5.9,-5.0,-5.4,-5.8,-6.2,-5.2,-4.9,-5.3,-5.4,-5.0,-6.0,-5.8,-5.0,-4.7,-5.1,-5.9,-5.8,-4.3,-5.9,-5.3,-4.7,-6.0,-5.5,-5.5,-5.9,-4.9,-5.3,-6.0,-6.0,-5.7,-5.3,-6.4,-4.9,-6.3,-6.0,-6.2,-5.2,-5.6,-5.7
c1(cc(c2ncc(n2c1)c1ccc(cc1)C(=O)C)NC=O)c1ccc(nc1)OC,-8.5,-8.3,-7.0,-6.3,-7.2,-6.7,-8.4,-7.6,-7.1,-7.1,-7.1,-7.0,-8.5,-7.1,-6.6,-6.6,-7.6,-9.0,-7.9,-5.3,-8.2,-6.3,-7.1,-7.6,-7.4,-7.4,-7.9,-6.5,-7.5,-7.7,-7.8,-7.2,-7.6,-9.2,-6.6,-7.9,-8.1,-7.8,-6.8,-6.9,-8.1
[C@H]1(CCCN(C1)S(=O)(=O)c1ccc(cc1)n1cnnn1)C(=O)Nc1ccc(cc1)OC,-8.3,-7.6,-6.7,-6.5,-6.7,-7.2,-7.6,-7.4,-7.1,-6.7,-7.6,-6.8,-8.3,-6.2,-6.8,-6.7,-7.0,-9.2,-8.0,-5.5,-8.5,-6.4,-6.9,-6.8,-7.5,-7.6,-7.8,-6.4,-7.4,-7.8,-7.7,-6.5,-7.5,-8.9,-6.7,-7.6,-7.9,-7.2,-6.8,-7.4,-7.5
Cc1nc(NC(=O)c2cc(F)cc(c2)C#N)sc1C,-7.1,-6.8,-6.4,-5.5,-6.1,-6.3,-6.8,-6.1,-5.7,-5.9,-6.0,-5.7,-6.7,-6.5,-5.6,-5.3,-6.3,-7.4,-7.0,-5.0,-7.2,-6.0,-5.5,-7.0,-6.1,-6.4,-6.7,-5.3,-6.3,-6.8,-6.4,-5.9,-6.1,-7.9,-5.7,-7.1,-6.4,-6.4,-5.7,-6.3,-6.5
c1(ccc(s1)C(=O)N1CCCCC1)n1c(C)cc2ccccc12,-8.2,-7.6,-6.7,-6.0,-6.9,-6.4,-7.9,-6.5,-7.0,-6.3,-7.2,-6.8,-6.9,-6.9,-6.3,-6.8,-6.5,-9.0,-7.8,-5.3,-8.7,-6.2,-6.6,-7.0,-6.8,-7.1,-7.7,-6.3,-7.2,-7.5,-7.1,-6.9,-7.6,-8.8,-6.2,-7.3,-6.9,-7.0,-6.5,-6.8,-7.6
c1(cccc(c1)/C=N/c1cccc(F)c1)N(=O)=O,-7.0,-6.2,-6.3,-5.4,-6.1,-6.2,-6.9,-5.7,-5.8,-5.4,-5.8,-5.5,-6.2,-6.2,-5.2,-5.6,-6.0,-7.2,-6.8,-5.1,-7.0,-5.7,-5.4,-6.7,-5.9,-6.0,-6.5,-5.3,-6.0,-6.6,-6.2,-5.7,-6.1,-7.3,-5.1,-6.5,-6.1,-6.8,-5.6,-5.8,-5.9
Nc1nc(c(Cl)c(n1)c1cccc(Cl)c1)O,-7.3,-6.8,-6.3,-5.6,-5.7,-6.0,-6.8,-5.9,-5.5,-5.6,-5.8,-5.4,-6.1,-5.9,-5.4,-5.5,-5.4,-7.1,-6.7,-6.0,-6.7,-5.3,-5.6,-7.1,-5.8,-6.4,-6.4,-5.7,-5.9,-6.8,-6.2,-5.7,-5.8,-7.3,-5.2,-6.7,-6.3,-5.7,-5.5,-6.4,-6.4
O=C(NCCc1ccc(cc1)O)CCc1c[nH]c2ccccc12,-7.6,-7.1,-7.8,-5.0,-6.8,-6.5,-7.7,-6.8,-6.7,-7.0,-5.8,-6.7,-7.7,-6.7,-5.6,-6.4,-6.3,-8.2,-7.5,-6.2,-7.9,-6.4,-5.6,-6.7,-7.0,-7.2,-7.4,-5.7,-6.0,-6.8,-7.0,-7.1,-6.6,-8.3,-5.7,-7.2,-7.1,-7.6,-6.8,-6.4,-7.2
c1(ccc(cc1)NC1=N[C@H]2CS(=O)(=O)C[C@H]2S1)C(=O)N1CCN(CC1)c1c(cccc1)OC,-8.5,-7.9,-6.5,-6.8,-6.9,-7.1,-7.0,-7.4,-7.2,-7.3,-7.8,-7.2,-7.3,-6.9,-7.7,-6.8,-6.8,-8.8,-9.8,-6.3,-9.5,-6.0,-7.3,-5.9,-7.1,-7.5,-8.1,-7.1,-7.3,-8.6,-8.4,-6.2,-7.5,-9.5,-7.1,-8.0,-7.1,-7.7,-6.6,-7.7,-8.1
O=C(N1C=Cc2c([nH]c3CC=CCc23)[C@@H]1c1ccccc1)CSCc1ccc(F)cc1,-8.7,-7.6,-6.6,-6.7,-6.8,-6.5,-8.2,-7.8,-7.6,-7.0,-7.3,-7.7,-7.6,-8.0,-6.7,-7.5,-7.7,-9.7,-9.3,-5.7,-8.9,-6.4,-7.0,-5.8,-8.4,-7.9,-8.2,-6.9,-8.1,-8.5,-8.2,-7.3,-7.8,-9.7,-7.0,-8.9,-8.3,-7.7,-7.8,-8.0,-7.3
c1(ccc(cc1)n1cnnn1)O,-5.4,-4.9,-5.1,-5.0,-4.7,-4.9,-5.2,-4.3,-4.5,-5.2,-4.5,-4.4,-5.1,-4.6,-4.1,-4.4,-4.6,-5.3,-5.4,-4.8,-5.5,-4.1,-4.2,-5.5,-4.8,-5.1,-5.2,-4.2,-4.4,-5.2,-4.9,-4.5,-4.8,-5.6,-3.9,-5.2,-4.8,-5.1,-5.0,-5.0,-4.7
c1(cccc(c1)C(=O)Nc1cccc(Cl)c1)NC(=O)CCC(=O)OC,-7.2,-6.4,-6.6,-6.3,-6.4,-6.4,-7.0,-6.2,-6.4,-5.9,-6.6,-6.3,-7.0,-5.9,-6.3,-6.4,-6.3,-7.6,-6.9,-4.9,-7.8,-6.0,-5.8,-6.8,-6.6,-7.0,-7.4,-6.1,-6.3,-7.6,-6.2,-6.3,-6.2,-7.7,-5.6,-7.1,-6.7,-7.6,-6.1,-6.5,-6.3
N(C(=O)c1nc(ncc1Cl)S(=O)(=O)C)(c1ccc(cc1)OCC)Cc1ccccc1,-7.7,-6.9,-5.7,-6.1,-5.7,-5.8,-7.1,-6.7,-6.2,-6.5,-6.5,-5.7,-6.8,-6.6,-5.9,-6.4,-6.5,-7.9,-7.2,-4.8,-8.5,-5.7,-6.2,-5.2,-5.9,-6.3,-7.0,-5.6,-6.8,-7.4,-7.2,-6.1,-7.0,-8.3,-6.3,-6.0,-6.5,-6.0,-5.7,-7.1,-6.8
C(c1c(nc(N)nc1O)O)c1c(ccc(c1)C(=O)C)OC(C)C,-7.3,-7.1,-6.1,-6.0,-6.2,-5.8,-7.3,-6.1,-5.8,-5.6,-6.0,-5.8,-6.4,-6.5,-5.5,-5.8,-6.4,-7.7,-7.1,-4.9,-7.3,-5.4,-5.5,-5.2,-6.5,-6.3,-7.0,-5.7,-6.8,-7.0,-7.1,-7.1,-6.4,-7.8,-5.4,-6.7,-7.0,-6.7,-5.8,-6.8,-6.8
Cc1nn(c(=S)[nH]c1=O)COC(CO)CO,-5.6,-5.3,-4.9,-4.9,-4.8,-5.1,-5.8,-4.8,-4.9,-5.3,-4.9,-4.7,-5.5,-5.1,-4.4,-4.4,-4.9,-5.3,-5.7,-4.4,-5.5,-4.7,-4.7,-5.6,-5.0,-5.1,-5.7,-4.3,-4.7,-5.5,-4.9,-4.5,-4.9,-5.9,-4.6,-6.0,-5.2,-5.5,-4.9,-5.2,-5.2
c1(cc(cc(c1)C(=O)OC)Oc1ccc(cc1N)C(=O)OC)C(=O)OC,-6.9,-6.7,-5.8,-5.9,-6.0,-5.9,-7.1,-5.9,-6.1,-5.6,-5.9,-5.6,-6.4,-6.1,-5.5,-5.5,-6.2,-7.3,-6.9,-4.7,-7.2,-5.3,-5.6,-5.7,-6.1,-6.2,-6.6,-5.3,-6.1,-6.6,-6.5,-5.9,-6.1,-7.5,-5.3,-6.6,-6.3,-6.5,-5.6,-6.0,-6.6
C(C(=O)N1[C@@H](CCN1)C#N)NC1CCCCCCC1,-6.5,-6.5,-6.0,-4.9,-5.3,-5.0,-6.1,-5.7,-5.2,-5.2,-5.4,-5.2,-5.6,-5.5,-4.8,-5.1,-5.5,-6.8,-6.3,-4.5,-6.4,-5.2,-5.1,-6.6,-5.5,-5.8,-6.1,-4.7,-5.5,-6.2,-5.5,-5.0,-5.8,-6.9,-4.8,-6.6,-6.1,-5.9,-5.5,-6.1,-5.7
O=C1Nc2oc(cc2CN1[C@@H]1C[C@H]([C@@H](O1)CO)O)c1cccc(c1)O,-7.7,-7.3,-6.4,-6.0,-6.7,-6.8,-7.8,-6.9,-6.5,-6.7,-7.6,-6.8,-7.7,-7.4,-6.5,-6.2,-6.9,-8.6,-7.9,-5.5,-8.0,-6.5,-6.8,-7.2,-6.8,-7.2,-7.6,-6.3,-7.3,-7.4,-7.0,-6.8,-6.9,-8.3,-6.2,-7.8,-7.6,-6.8,-6.8,-7.3,-7.3
[C@@H]1(CC(=O)[C@]2(C)C3=C(C(=O)C[C@]12C)[C@]1(C)CCC(=O)C(C)(C)[C@@H]1C[C@H]3O)[C@H](C)C[C@@H](/C=C(/C)\C(=O)O)O,-7.7,-9.0,-6.4,-6.7,-6.8,-7.1,-9.0,-7.5,-7.2,-7.2,-7.6,-6.0,-6.8,-7.2,-7.0,-6.8,-6.9,-8.2,-8.1,-5.7,-9.4,-6.5,-7.6,-5.4,-6.9,-7.7,-7.2,-6.6,-8.2,-8.3,-8.5,-6.9,-7.4,-9.1,-6.7,-7.5,-6.7,-7.4,-6.8,-7.9,-7.7
c1(cc2cc(ccc2oc1=O)N(=O)=O)c1nc(C)sc1,-7.1,-6.9,-6.1,-6.2,-6.1,-6.4,-6.9,-6.3,-6.2,-5.7,-6.1,-5.7,-6.6,-5.8,-5.5,-5.8,-6.1,-7.5,-6.9,-5.2,-7.3,-6.1,-5.6,-6.9,-6.4,-6.5,-7.0,-5.3,-6.3,-7.0,-6.5,-6.3,-6.4,-8.0,-5.4,-7.1,-6.2,-6.2,-5.6,-6.4,-6.4
[C@H](C1=CC(=O)c2c(ccc(c2C1=O)O)O)(OC(=O)C[C@H](CCC)OC(=O)C)CC=C(C)C,-7.4,-7.1,-6.0,-5.4,-5.9,-5.2,-7.1,-6.6,-6.5,-5.9,-6.3,-6.0,-6.5,-6.1,-6.1,-5.9,-6.3,-7.3,-7.5,-4.8,-7.6,-5.3,-5.7,-5.3,-6.1,-6.8,-6.9,-5.7,-6.7,-6.9,-6.7,-6.4,-7.5,-7.6,-5.8,-6.7,-6.9,-6.3,-5.7,-6.8,-6.7
[C@@H](C(=O)N[C@@H]1CC(=O)O[C@H]1O)(NC(=O)CCSc1cccc2ccccc12)CC(C)C,-8.5,-7.2,-7.1,-5.6,-7.1,-5.7,-8.1,-7.0,-7.3,-6.0,-6.9,-6.7,-7.8,-7.0,-5.7,-6.3,-6.6,-8.3,-8.0,-5.5,-8.4,-6.3,-6.6,-6.2,-7.4,-7.3,-7.9,-5.5,-6.7,-7.2,-6.5,-6.2,-7.4,-8.2,-5.5,-8.0,-7.8,-8.3,-7.5,-7.1,-7.8
[C@@H]1(O[C@@H]([C@H]([C@@H]1O)O)n1cnc2ncnc(c12)O)[C@H](C)O,-6.5,-6.3,-6.0,-5.1,-5.9,-6.3,-6.7,-5.6,-5.5,-6.2,-6.3,-5.5,-6.1,-6.3,-5.2,-5.0,-5.7,-6.2,-6.4,-5.1,-6.3,-6.0,-5.5,-6.6,-6.1,-5.9,-6.5,-5.7,-5.8,-6.7,-6.0,-5.8,-5.9,-7.0,-5.8,-7.2,-6.0,-5.9,-6.0,-6.3,-7.1
Cc1cc2c(C)c(c(=O)oc2cc1OC(=O)N(C)C)Cc1ccccc1,-7.9,-7.8,-6.8,-6.2,-6.5,-6.0,-7.9,-7.5,-6.5,-7.1,-7.3,-6.6,-7.5,-7.2,-5.8,-7.0,-7.6,-8.5,-8.3,-5.5,-8.5,-6.3,-7.0,-6.0,-7.3,-7.7,-7.9,-6.7,-7.5,-7.0,-7.5,-6.6,-7.7,-9.6,-6.2,-8.1,-7.5,-6.9,-6.7,-6.8,-7.6
c1(ccc(C)c(c1)C(=O)NC[C@@H](N1CCCCC1)c1ccco1)S(=O)(=O)Nc1c(cccc1)OC,-8.3,-7.4,-7.0,-6.4,-7.1,-7.1,-8.4,-7.4,-6.7,-7.4,-7.7,-7.2,-8.1,-7.1,-7.3,-6.9,-7.0,-8.5,-8.8,-5.6,-9.1,-6.2,-7.2,-6.2,-7.4,-8.0,-8.2,-6.8,-7.9,-8.1,-7.4,-7.6,-7.6,-9.3,-6.6,-7.7,-7.8,-7.3,-6.8,-7.3,-7.5
O=C(NCC[C@@H]1CN(CCO1)C1CCCC1)c1c[nH]c(=O)[nH]c1=O,-7.4,-7.0,-6.6,-6.0,-6.7,-6.7,-7.4,-6.6,-6.8,-6.2,-6.5,-6.1,-7.1,-6.4,-6.6,-5.6,-6.4,-7.8,-7.2,-5.5,-7.5,-6.1,-6.1,-6.1,-6.4,-6.6,-6.8,-5.8,-6.4,-7.3,-7.0,-7.0,-7.0,-7.6,-5.9,-7.0,-7.0,-7.0,-6.7,-7.2,-6.8
C(NC(=O)c1ccccc1Cl)CC(=O)Nc1ncc(C)s1,-7.2,-6.6,-6.3,-5.6,-6.6,-6.2,-7.0,-6.6,-6.2,-5.7,-6.3,-6.0,-6.6,-6.2,-5.9,-5.7,-6.0,-7.1,-6.9,-5.6,-7.4,-5.8,-5.8,-6.5,-6.1,-6.4,-6.5,-5.9,-6.6,-7.1,-6.2,-6.6,-6.6,-7.5,-5.4,-7.4,-6.6,-6.8,-6.0,-6.7,-6.8
N(=C(\N(Cc1ccc(Cl)cc1)CP(=O)(OC)OC)/S)/c1c(cccc1)CC,-7.1,-6.4,-5.5,-5.3,-5.4,-5.1,-6.4,-6.0,-5.8,-5.2,-5.4,-5.4,-5.5,-5.8,-5.6,-5.3,-5.9,-7.1,-7.0,-4.9,-7.4,-5.0,-5.4,-5.5,-5.4,-6.1,-6.1,-5.2,-6.3,-6.5,-5.8,-5.3,-6.5,-7.5,-5.1,-5.9,-5.6,-5.7,-5.1,-6.0,-6.4
CC(C)(C)N,-2.9,-2.8,-3.2,-2.9,-2.9,-2.9,-3.1,-2.8,-3.0,-3.3,-2.6,-2.6,-3.0,-3.0,-2.6,-2.8,-2.7,-3.3,-3.1,-2.9,-3.2,-2.7,-2.7,-3.4,-3.0,-3.2,-3.0,-2.6,-2.6,-3.2,-3.1,-3.0,-2.7,-3.2,-2.2,-3.0,-2.8,-3.1,-2.8,-3.0,-3.0
c1(cc(ccc1N1C[C@H]([C@H](C1)O)O)C(=O)Nc1ccc(cc1)OC(F)(F)F)c1ccc(C)nc1,-8.7,-7.4,-6.5,-6.4,-6.2,-7.4,-7.9,-7.4,-7.3,-6.8,-7.7,-6.9,-7.0,-6.5,-6.4,-6.3,-7.0,-8.7,-8.8,-5.5,-8.8,-5.9,-7.1,-6.1,-6.6,-7.4,-7.8,-6.9,-7.6,-8.0,-7.7,-6.4,-7.1,-8.9,-6.5,-7.7,-7.2,-7.3,-7.1,-7.3,-7.9
