SMILES,204_KAM,134_KAC,22_KAJ,80_KAD,154_KAN,296_KAW,92_KAM,140_KAC,260_KAF,192_KAO,220_KAH,310_KAQ,104_KAF,268_KAL,304_KAQ,342_KAI,290_KBA,322_KAK,210_KAF,34_KAS,178_KAA,56_KAS,58_KAF,72_KAI,8_KAI,200_KAR,134_KAH,212_KAL,286_KAM,182_KAD,216_KAN,284_KAJ,148_KAG,340_KAH,314_KAF,222_KAV,140_KAD,168_KAK,22_KAI,156_KAE,216_KAA
c1(cc(Cl)c(cc1F)COC1CCCCC1)C(=O)NS(=O)(=O)C,-4.9,-6.4,-6.8,-5.9,-5.5,-7.4,-6.0,-5.9,-6.1,-8.5,-6.1,-7.4,-7.4,-6.5,-6.3,-6.3,-7.1,-5.6,-7.6,-6.2,-6.4,-6.2,-6.6,-6.0,-6.3,-6.8,-7.0,-5.7,-5.9,-6.3,-6.5,-5.3,-7.4,-6.1,-6.3,-6.2,-6.2,-6.4,-7.3,-6.2,-6.9
c1(ccc(cc1)OCCn1ccnc1)NC(=O)N,-4.3,-5.4,-5.4,-5.0,-5.8,-6.0,-5.1,-5.4,-5.5,-6.6,-5.0,-6.3,-6.2,-5.6,-6.5,-5.5,-5.6,-4.9,-6.5,-5.4,-5.6,-6.0,-5.7,-5.2,-5.6,-5.6,-5.9,-5.5,-4.9,-6.5,-5.6,-4.7,-6.0,-5.3,-5.4,-5.4,-5.8,-5.3,-6.1,-5.6,-6.1
O=C1Cc2c([nH]c3ccc(F)cc23)c2ncccc2N1,-5.6,-7.2,-8.2,-6.1,-6.7,-8.2,-6.2,-6.6,-7.2,-9.1,-7.1,-7.9,-8.0,-7.4,-7.2,-6.7,-7.8,-6.5,-8.4,-6.3,-7.4,-7.9,-7.6,-7.5,-7.5,-7.8,-8.4,-6.9,-6.4,-7.7,-6.8,-6.4,-8.5,-6.9,-6.9,-7.3,-6.6,-6.6,-7.8,-7.2,-7.9
c1(cc(c2c(cccc2c1O)O)O[C@H]1O[C@@H]([C@@H]([C@H]([C@@H]1O)O)O)CO)C(=O)OC,-5.3,-6.8,-7.1,-5.6,-5.4,-7.3,-6.5,-6.6,-6.7,-7.5,-5.7,-7.9,-6.5,-6.7,-6.7,-5.9,-7.6,-5.8,-7.2,-5.9,-5.8,-6.8,-7.3,-7.2,-6.5,-6.7,-7.4,-6.4,-5.9,-7.4,-6.4,-6.6,-7.8,-6.2,-6.3,-6.3,-6.6,-6.3,-7.2,-7.1,-7.1
S(=O)(=O)(c1ccccc1)N=C(SC)SC,-3.9,-5.0,-4.9,-3.9,-4.1,-5.7,-4.2,-4.3,-4.6,-5.9,-4.2,-5.2,-5.1,-4.8,-4.7,-4.8,-5.3,-4.2,-5.6,-4.4,-5.2,-5.0,-4.5,-4.7,-4.8,-5.0,-4.9,-4.8,-4.1,-5.3,-4.7,-4.0,-5.2,-4.3,-4.5,-4.5,-4.2,-4.2,-4.7,-4.8,-5.5
c1(cccc(c1)NC(=O)C(C)C)C(=O)NC(CC)CC,-4.7,-6.0,-5.9,-5.3,-5.4,-7.0,-5.6,-5.6,-5.8,-7.3,-5.4,-6.4,-6.8,-6.0,-5.9,-5.7,-6.1,-5.3,-6.9,-5.3,-5.6,-6.2,-5.9,-5.8,-6.3,-6.1,-6.4,-5.7,-5.2,-6.6,-6.1,-4.9,-6.8,-6.0,-5.6,-5.7,-5.9,-5.3,-6.5,-5.6,-6.5
c1(cc(nc2ccc(Br)cc12)c1cccs1)C(=O)O,-5.1,-5.8,-6.6,-5.5,-5.7,-7.2,-5.9,-5.8,-6.0,-7.7,-5.8,-6.8,-6.8,-6.2,-6.4,-5.6,-6.7,-5.3,-7.5,-5.8,-6.4,-6.4,-6.6,-6.1,-6.1,-6.6,-7.0,-6.6,-5.5,-6.3,-6.1,-5.3,-7.5,-6.1,-5.8,-6.1,-6.0,-6.0,-6.6,-6.4,-7.2
c1(cc2c(n[nH]c2cc1C)/C=C\c1ccccc1)NC(=O)Cc1c(ccc(c1)OC)OC,-6.2,-8.2,-8.2,-6.9,-6.9,-9.2,-8.0,-7.6,-7.7,-10.2,-6.4,-8.2,-9.1,-8.0,-8.1,-7.2,-7.4,-6.9,-8.5,-6.7,-7.4,-7.8,-8.0,-7.5,-7.7,-7.3,-8.2,-7.3,-7.0,-8.6,-8.6,-6.9,-8.7,-7.3,-7.4,-7.6,-7.0,-7.2,-7.8,-7.5,-8.9
N1(C(=O)[C@@H]([C@@H]2C(=O)Nc3ccccc23)c2ccccc12)CCc1ccc(C)cc1,-6.5,-8.3,-8.2,-7.9,-7.3,-10.3,-8.2,-7.4,-8.1,-10.7,-7.5,-8.1,-9.7,-8.9,-9.2,-7.1,-8.9,-7.7,-10.4,-7.9,-7.5,-8.3,-8.6,-8.9,-7.9,-8.2,-9.5,-9.0,-8.2,-9.4,-8.4,-7.2,-9.9,-8.3,-8.4,-8.0,-7.8,-7.4,-8.8,-8.3,-9.7
Cc1cc(nc(n1)c1cccc(F)c1)SCC(=O)N,-5.1,-6.1,-6.4,-5.7,-5.5,-7.7,-5.8,-6.0,-5.9,-7.7,-5.8,-7.0,-6.8,-6.6,-6.5,-6.0,-6.9,-5.6,-7.2,-5.5,-6.0,-6.3,-6.5,-6.3,-6.7,-6.4,-6.9,-6.0,-6.0,-6.6,-6.6,-5.0,-6.9,-6.0,-6.0,-6.1,-6.1,-5.6,-6.5,-6.4,-7.0
O=C1c2ccccc2N[C@H](N1c1ccccc1F)c1cccnc1,-5.9,-6.6,-7.3,-6.1,-6.1,-8.6,-6.6,-6.3,-7.2,-8.8,-6.4,-7.1,-7.9,-7.9,-6.8,-6.4,-7.9,-6.4,-8.1,-6.5,-7.4,-7.6,-6.6,-7.4,-7.2,-5.6,-7.3,-6.6,-6.7,-7.8,-6.9,-6.4,-8.5,-6.7,-7.1,-7.2,-6.5,-6.6,-7.3,-7.1,-8.6
c1(ccc(cc1)NC(=O)c1ccc(cc1)C(F)(F)F)CNc1nc(NC)nc2c1cccc2,-6.2,-7.7,-8.3,-7.3,-7.3,-9.7,-7.4,-8.0,-7.9,-10.3,-6.8,-9.0,-9.0,-8.1,-8.0,-8.0,-8.3,-7.6,-9.8,-7.6,-7.5,-8.1,-8.7,-8.5,-8.5,-7.4,-8.8,-7.3,-7.4,-9.0,-8.3,-7.3,-9.6,-7.9,-8.1,-8.0,-7.5,-8.0,-8.2,-7.7,-9.9
O=C1C(=C(c2ccccc12)Nc1ccc(cc1)OC(F)(F)F)c1ccccc1,-5.9,-7.3,-7.4,-6.7,-6.9,-9.0,-7.3,-7.4,-7.7,-9.0,-6.6,-7.4,-8.5,-8.5,-8.2,-6.8,-8.5,-6.8,-9.4,-6.7,-7.3,-8.1,-7.9,-7.7,-7.9,-7.7,-8.5,-6.8,-6.9,-7.9,-8.1,-6.5,-9.2,-7.8,-7.0,-8.2,-7.4,-7.1,-8.2,-7.2,-9.0
c1(ccc(cc1)CN1CCC[C@H](C1)C(=O)N(CC)CC)CN1CCC[C@@H](C1)C(=O)N(CC)CC,-4.7,-7.2,-6.4,-5.1,-5.6,-8.1,-5.8,-5.7,-7.2,-8.4,-5.4,-7.3,-7.8,-6.6,-6.7,-5.9,-6.3,-6.1,-7.2,-6.1,-6.8,-6.4,-6.8,-7.0,-6.0,-4.5,-7.0,-5.4,-6.1,-7.0,-6.7,-5.7,-7.7,-6.2,-6.6,-6.0,-5.4,-5.8,-6.0,-5.7,-7.8
c1(c(nc(n1c1ccc(cc1)O)c1ccc(cc1Cl)O)c1ccc(cc1)O)CC,-5.5,-6.3,-7.1,-6.3,-6.1,-8.3,-6.3,-6.7,-7.0,-8.3,-5.7,-6.7,-6.9,-8.0,-7.6,-6.4,-8.0,-6.1,-8.0,-6.1,-6.0,-7.6,-6.8,-7.5,-6.8,-6.3,-8.0,-6.1,-6.9,-7.6,-7.7,-6.5,-8.6,-6.8,-7.1,-7.7,-6.6,-7.0,-7.4,-6.7,-8.2
Cc1nc2cc(ccn2c1CC#N)CCc1ccccc1,-5.2,-6.7,-6.5,-5.4,-6.0,-7.6,-5.8,-6.0,-6.4,-8.0,-5.6,-6.4,-7.4,-6.9,-6.7,-5.9,-6.8,-5.6,-7.8,-5.8,-6.3,-6.2,-6.4,-6.4,-6.7,-6.5,-6.6,-6.4,-5.7,-6.2,-6.4,-5.1,-7.2,-5.9,-6.1,-6.5,-6.0,-5.8,-7.0,-6.2,-6.9
C(=O)(N1CCc2ccccc2C1)CNC(=O)c1cnccn1,-5.4,-6.6,-6.8,-5.9,-6.3,-7.5,-5.7,-6.3,-6.7,-7.8,-6.1,-7.5,-7.5,-7.1,-6.7,-6.2,-6.7,-5.9,-7.6,-6.3,-6.4,-6.7,-7.3,-6.6,-6.7,-7.3,-7.1,-6.3,-6.0,-7.1,-7.0,-5.9,-7.7,-6.3,-7.0,-6.6,-6.2,-6.1,-7.2,-6.7,-7.2
n1(c(C)nc2ccccc12)C(=S)SC,-3.8,-4.7,-5.1,-4.1,-4.4,-5.4,-4.6,-4.3,-4.7,-6.0,-4.2,-5.1,-5.5,-4.9,-4.9,-4.6,-5.1,-4.1,-5.6,-4.7,-5.0,-5.0,-4.7,-4.6,-4.5,-5.1,-5.0,-4.8,-4.4,-5.6,-4.7,-4.0,-5.4,-4.3,-4.6,-4.6,-4.3,-4.5,-4.9,-4.8,-5.6
c1(sc2nc(N)[nH]c(=O)c2c1Sc1ccc2ccccc2c1)CC,-6.1,-7.4,-8.0,-6.8,-7.3,-8.7,-6.6,-6.7,-7.5,-9.3,-6.9,-7.5,-8.6,-8.1,-8.1,-6.2,-8.2,-6.3,-8.5,-7.2,-6.5,-7.3,-7.9,-7.4,-7.4,-6.7,-8.3,-7.1,-7.1,-8.1,-8.1,-6.2,-8.4,-6.8,-7.4,-7.1,-7.3,-7.2,-7.4,-7.3,-8.0
C(C(=O)N1CCn2c(nnc2C(F)(F)F)C1)[C@@H](C)[C@@H](C(=O)N1CCC[C@@H]1C#N)N,-5.0,-6.4,-6.9,-6.2,-5.4,-7.8,-6.2,-6.0,-6.4,-8.0,-6.5,-6.9,-7.0,-6.9,-6.9,-5.5,-6.7,-6.2,-7.1,-6.2,-6.0,-6.7,-6.5,-6.6,-6.4,-6.5,-6.9,-6.3,-6.0,-7.1,-6.9,-6.1,-7.5,-6.6,-7.1,-6.3,-5.8,-6.5,-7.1,-6.3,-7.6
n1(nc(cc1[C@@H]1[C@H]2COC[C@@H]12)c1cnc2[nH]cc(F)c2c1)C(C)C,-5.3,-7.1,-7.2,-6.0,-6.0,-8.2,-6.7,-6.4,-7.1,-8.5,-6.3,-7.6,-7.5,-7.1,-7.2,-6.8,-7.6,-6.5,-8.5,-6.3,-6.7,-7.5,-7.2,-6.8,-7.1,-6.8,-7.6,-6.8,-6.3,-7.4,-7.1,-6.4,-8.4,-6.5,-6.7,-7.2,-6.7,-6.3,-7.6,-7.3,-7.8
C(c1c(C)onc1[C@H]1CC[C@@H](F)CN1)Oc1ccc(cn1)C(=O)NCC1CC1,-5.5,-7.3,-7.4,-6.3,-6.2,-8.0,-6.2,-6.6,-6.7,-8.5,-6.2,-7.5,-8.1,-7.0,-6.9,-6.6,-7.4,-6.0,-7.9,-6.1,-6.8,-7.5,-7.3,-6.8,-7.4,-5.9,-7.6,-6.4,-6.3,-7.6,-7.3,-6.2,-8.0,-6.7,-6.8,-6.9,-6.7,-6.3,-7.5,-6.6,-7.7
[C@@H]1(CCN(C(=O)c2ccc(F)cc2)CC1)C(=O)OCc1cccc(c1OC)OC,-5.6,-7.5,-6.9,-5.5,-6.1,-8.8,-6.4,-6.3,-6.3,-8.2,-6.3,-7.3,-7.9,-7.2,-7.5,-6.5,-7.1,-5.9,-8.1,-6.6,-7.0,-6.5,-7.2,-6.9,-6.7,-6.2,-7.5,-6.2,-6.3,-7.6,-7.1,-6.2,-8.2,-6.3,-6.9,-6.5,-6.4,-6.0,-7.6,-6.5,-7.9
C(P(=O)(O)O)(P(=O)(O)O)CCOc1ccccc1,-4.6,-5.3,-5.7,-4.7,-5.5,-6.0,-5.0,-4.9,-5.4,-6.0,-5.0,-6.2,-6.1,-5.3,-5.4,-5.6,-5.6,-5.2,-5.9,-5.2,-5.0,-5.9,-5.7,-5.4,-5.4,-6.1,-5.9,-5.3,-5.0,-6.1,-5.3,-4.8,-6.1,-4.8,-5.3,-5.6,-5.0,-5.2,-5.7,-5.4,-5.7
N=C(NCc1ccccc1)c1ccc2ccccc2c1,-6.1,-7.7,-7.3,-6.3,-7.5,-8.2,-6.9,-6.8,-7.4,-9.1,-6.6,-8.1,-8.5,-7.7,-7.5,-7.2,-7.4,-6.3,-8.8,-6.6,-7.7,-7.1,-7.6,-7.2,-8.0,-7.7,-7.7,-7.2,-6.8,-7.7,-7.4,-5.8,-8.2,-6.7,-6.9,-7.3,-7.6,-7.0,-7.8,-7.4,-8.0
N(c1ccnc2cc(Cl)ccc12)CCCN(C)C(=O)C(Cl)Cl,-5.0,-6.1,-6.2,-4.7,-5.0,-6.9,-5.1,-5.3,-5.6,-7.2,-5.5,-6.6,-7.0,-6.0,-5.9,-6.1,-6.4,-4.8,-6.6,-5.4,-5.5,-6.3,-6.5,-6.0,-6.1,-6.1,-6.3,-6.4,-5.4,-6.6,-6.1,-4.9,-6.9,-5.3,-5.8,-5.9,-6.3,-5.7,-6.7,-6.0,-6.8
c1(cc(ccc1N)C(=O)/C=C/c1cccc(c1OC)OC)c1ccc(c(c1)OC)OC,-5.5,-7.3,-7.2,-6.3,-5.9,-8.7,-6.5,-6.7,-6.9,-8.8,-7.1,-7.4,-8.5,-7.6,-7.5,-6.1,-7.2,-6.1,-8.5,-6.7,-7.1,-7.1,-7.3,-7.2,-7.0,-6.7,-7.8,-6.6,-6.6,-7.4,-7.7,-6.0,-8.2,-6.4,-7.1,-7.2,-6.8,-6.3,-7.5,-6.2,-8.1
[C@@]1(C)(SC(=O)C(=C1O)C)CCCCC=C,-4.2,-5.4,-5.4,-4.4,-4.8,-5.5,-4.4,-4.9,-4.4,-6.0,-4.3,-5.1,-5.6,-4.8,-5.2,-5.0,-5.4,-4.7,-5.9,-4.6,-5.3,-5.1,-5.1,-4.5,-4.8,-5.6,-5.0,-4.9,-4.5,-5.3,-4.9,-3.8,-5.4,-4.5,-4.7,-4.7,-4.8,-4.9,-4.8,-5.3,-5.6
[C@@H]1(CCN(c2ncc(cc2F)OC[C@H]2CC2(F)F)C1)Oc1ccc(cc1)[C@H](C)NC(=O)N(C)C,-6.1,-7.7,-8.1,-6.6,-6.7,-9.4,-6.6,-7.6,-7.3,-9.4,-7.1,-8.3,-8.6,-7.2,-7.6,-6.6,-7.6,-7.0,-8.3,-7.1,-6.6,-7.5,-8.0,-7.5,-7.5,-6.2,-8.2,-6.7,-6.9,-8.5,-8.5,-6.8,-8.3,-6.9,-7.4,-7.0,-7.0,-7.1,-7.6,-6.8,-9.0
N(CCN)(CCCl)CCCl,-3.7,-3.5,-3.7,-3.1,-3.6,-3.8,-2.9,-3.4,-3.1,-4.1,-3.2,-4.0,-3.6,-3.6,-4.0,-3.4,-3.7,-3.2,-3.5,-3.5,-3.8,-3.6,-3.7,-3.2,-3.8,-4.3,-3.6,-3.6,-3.0,-3.9,-3.6,-2.9,-3.7,-3.1,-3.3,-3.3,-3.3,-3.2,-4.0,-3.7,-3.9
c1(ccc(c2occc12)C(=O)NCC1CC1)c1ccc(cc1C)OC,-5.2,-6.6,-6.6,-6.2,-5.8,-8.8,-6.5,-6.3,-6.7,-9.0,-5.7,-7.9,-7.7,-7.2,-6.9,-5.9,-7.3,-5.8,-8.3,-6.0,-6.6,-7.0,-6.7,-6.9,-7.2,-6.3,-7.4,-6.4,-6.4,-7.3,-7.0,-5.7,-8.2,-6.4,-6.6,-6.4,-5.9,-6.3,-6.5,-6.7,-7.5
c1(c(C)[nH]c(c1C)C(=O)CSc1nccc(C)n1)C(=O)OCC,-4.5,-5.7,-5.9,-4.8,-5.2,-6.1,-5.4,-5.4,-5.8,-6.7,-5.5,-6.5,-6.8,-5.8,-5.9,-6.0,-6.4,-4.8,-6.7,-5.6,-5.7,-6.1,-6.1,-5.6,-5.5,-5.9,-6.3,-5.4,-5.0,-6.3,-6.5,-5.2,-6.9,-5.3,-5.6,-5.5,-5.6,-5.3,-5.9,-5.8,-6.5
S(=O)(=O)(c1ccc(cc1)N)NCc1ccc(Cl)cc1,-4.6,-5.8,-6.2,-4.9,-5.8,-7.6,-5.3,-5.9,-6.1,-7.5,-5.8,-6.4,-6.7,-6.2,-6.3,-6.3,-6.7,-5.7,-7.2,-6.1,-6.6,-6.3,-6.3,-5.7,-6.2,-6.6,-6.5,-6.2,-6.0,-6.9,-6.6,-5.2,-7.2,-5.9,-6.3,-6.0,-6.0,-5.6,-6.2,-6.6,-7.1
c1(cn(nn1)[C@@H](C)c1ccccc1F)C(=O)NCCOC,-4.6,-6.2,-5.8,-5.2,-5.5,-6.8,-5.3,-5.4,-5.5,-7.4,-5.5,-6.7,-6.7,-6.4,-6.0,-5.6,-6.3,-5.1,-6.9,-5.3,-6.4,-6.1,-5.6,-5.9,-5.8,-6.5,-6.3,-5.9,-5.3,-6.4,-6.1,-5.1,-6.9,-5.3,-5.6,-5.7,-5.9,-5.4,-6.0,-5.9,-6.3
C1(=C(C)NC(=C([C@H]1c1cccc(c1)N(=O)=O)C(=O)OC)CC)C(=O)OCC,-4.4,-5.4,-6.0,-5.1,-4.9,-6.4,-5.6,-5.3,-5.3,-6.3,-4.7,-5.4,-6.2,-5.9,-5.7,-5.4,-6.5,-5.2,-6.9,-5.0,-5.9,-6.0,-5.1,-6.2,-5.5,-3.9,-5.9,-5.3,-5.2,-6.5,-5.4,-5.5,-6.8,-5.5,-5.4,-5.7,-5.0,-5.6,-5.5,-6.0,-6.6
c1(cc(nc(n1)c1ccccc1)CSc1ccc(Cl)cc1)O,-5.8,-6.8,-7.0,-6.0,-6.6,-8.5,-6.8,-6.2,-6.5,-8.4,-6.0,-7.4,-7.7,-7.4,-7.5,-6.6,-7.5,-6.3,-8.3,-6.3,-6.7,-6.9,-7.2,-7.1,-7.5,-7.2,-7.3,-6.6,-6.3,-7.6,-7.0,-5.7,-7.4,-6.6,-6.6,-6.8,-6.4,-6.4,-7.1,-7.0,-7.3
C/C(=C/c1c[nH]c2cc(ccc12)C(C)C)/C(=O)Nc1ccc(cc1)C(C)(C)C,-5.8,-7.6,-8.0,-6.6,-6.8,-9.6,-7.2,-7.1,-7.8,-10.1,-6.7,-8.1,-8.6,-8.1,-7.5,-7.5,-8.5,-6.9,-8.7,-6.9,-6.8,-7.7,-8.3,-7.7,-7.3,-7.3,-8.3,-6.9,-7.3,-8.3,-8.2,-6.6,-8.8,-7.4,-7.6,-7.7,-7.2,-7.2,-8.0,-6.7,-8.5
[C@@H]1(O[C@@H]2O[C@@]3(C)CC[C@H]4[C@@H](C)CC[C@@H]([C@@H]1C)[C@@]24OO3)c1cc2ccc(cc2cc1OC)OC,-6.2,-7.6,-8.7,-7.2,-6.8,-10.9,-7.9,-7.4,-8.3,-10.9,-7.0,-7.1,-8.0,-8.5,-8.7,-6.8,-8.3,-7.5,-10.4,-7.8,-7.3,-8.5,-8.7,-8.7,-8.1,-7.4,-9.0,-8.2,-7.8,-9.2,-8.3,-7.3,-8.9,-7.7,-8.0,-8.4,-7.0,-7.5,-7.5,-7.4,-9.0
n1(c(nc2c1c(=O)[nH]c(=O)n2C)Sc1ccccc1)CCCCC,-5.6,-6.2,-6.2,-5.4,-6.1,-7.4,-5.9,-5.5,-6.1,-7.8,-5.9,-6.9,-7.1,-6.8,-6.8,-5.2,-7.4,-5.1,-6.6,-5.7,-6.6,-6.9,-6.9,-6.5,-5.7,-6.2,-6.4,-6.1,-5.5,-6.8,-6.7,-5.3,-7.0,-5.9,-5.6,-6.4,-6.2,-5.4,-6.6,-6.1,-7.1
c1(ccnc(n2cccc2)n1)c1c(C)ccs1,-4.7,-6.1,-5.7,-4.9,-5.0,-6.9,-5.4,-5.1,-5.4,-7.1,-4.8,-6.4,-6.1,-6.0,-5.7,-5.8,-6.2,-5.1,-6.6,-5.1,-5.2,-6.3,-6.0,-5.8,-5.6,-6.1,-6.2,-5.7,-5.2,-6.8,-6.2,-5.0,-6.6,-5.3,-5.5,-5.8,-5.1,-5.2,-6.2,-5.5,-6.2
N(=C(\NCC1CC1)/S)/C(C)(C)C,-3.6,-4.0,-4.6,-3.8,-3.9,-4.9,-4.1,-4.4,-4.2,-5.1,-3.7,-4.9,-4.5,-4.1,-4.3,-4.4,-4.7,-3.8,-5.0,-4.1,-5.0,-4.5,-4.5,-4.0,-4.5,-4.3,-4.3,-4.5,-3.7,-4.7,-4.5,-3.8,-4.9,-4.0,-4.2,-4.2,-4.3,-4.3,-4.4,-4.3,-4.9
[C@@H]1(CC[C@@H]([C@H](C1)c1ccsc1)C(=O)N1CCN(CC1)c1ccc(Cl)cn1)NC1(CCC1)c1cccc(c1)OC,-5.5,-7.9,-8.0,-6.7,-6.4,-9.8,-7.0,-7.8,-8.2,-9.5,-6.3,-7.6,-9.2,-7.9,-8.5,-6.4,-8.3,-7.1,-8.8,-7.5,-7.3,-7.7,-7.7,-8.4,-7.4,-5.9,-8.5,-7.1,-7.6,-8.2,-8.4,-7.4,-8.9,-6.9,-8.4,-7.6,-7.3,-7.4,-8.2,-7.4,-9.0
O=C(Nc1ccc(cc1)O)c1ccccc1Cl,-5.0,-6.2,-6.1,-5.2,-5.4,-7.2,-5.4,-6.2,-5.7,-7.2,-5.2,-6.5,-6.8,-5.8,-6.0,-6.6,-6.5,-5.6,-7.1,-6.0,-5.8,-6.1,-5.9,-5.9,-6.0,-6.8,-6.4,-5.8,-5.3,-6.5,-5.9,-5.1,-7.0,-5.6,-5.7,-6.2,-6.2,-5.5,-6.7,-6.3,-6.9
N(C(=O)c1sccc1c1ccccc1)Cc1c(cccc1)OC,-5.4,-6.1,-6.5,-5.6,-5.9,-7.8,-6.3,-5.9,-6.9,-7.9,-5.3,-7.1,-8.0,-6.5,-6.7,-5.9,-6.9,-5.9,-7.7,-5.8,-6.6,-6.9,-7.2,-6.7,-6.3,-6.0,-7.2,-6.6,-6.1,-6.8,-6.9,-5.5,-7.4,-6.1,-6.3,-6.3,-6.0,-5.6,-7.5,-6.5,-7.7
O=C(NC1CCCCC1)N([C@@H]1CC=CCC1)Cc1nc(c2ccccc2n1)O,-5.8,-6.7,-7.9,-6.9,-6.7,-8.9,-7.4,-7.1,-7.3,-8.6,-6.5,-8.9,-8.2,-7.9,-7.8,-6.8,-8.6,-6.5,-8.6,-7.0,-6.7,-7.7,-7.6,-7.6,-7.6,-6.4,-8.1,-6.7,-7.0,-7.9,-7.3,-6.5,-8.4,-6.9,-7.2,-7.4,-7.0,-7.1,-7.6,-7.1,-8.4
c1(nnc(o1)c1ccc(cc1)c1ccccc1)CCC(=O)N(C)CC(=O)OCC,-4.8,-6.8,-6.8,-5.9,-6.4,-7.8,-6.1,-6.3,-6.6,-8.5,-5.9,-6.5,-7.4,-6.7,-6.6,-6.3,-7.2,-6.1,-8.0,-5.9,-6.8,-6.5,-6.9,-6.8,-6.6,-6.3,-7.3,-6.6,-6.3,-7.6,-7.1,-5.7,-7.4,-6.6,-6.7,-6.4,-6.3,-6.3,-7.3,-6.3,-7.7
N1(C(=O)[C@H]2[C@H]3c4ccccc4[C@H](c4ccccc34)[C@H]2C1=O)[C@@H](C(=O)O)CC(C)C,-5.9,-6.3,-7.5,-6.5,-6.7,-9.4,-6.6,-6.3,-6.7,-8.6,-6.1,-7.0,-7.6,-8.1,-7.5,-7.1,-7.7,-6.4,-8.9,-6.8,-6.2,-6.7,-7.2,-7.5,-7.1,-5.2,-7.9,-5.9,-7.2,-7.5,-7.0,-6.7,-7.5,-6.1,-7.0,-6.2,-6.8,-7.0,-5.9,-7.0,-8.7
c1(ccc(cc1)OCC(=O)Nc1ccc(C)cc1)/C=N\NC(=S)NCC,-4.9,-7.0,-6.7,-5.7,-5.8,-7.4,-5.9,-6.3,-6.6,-7.8,-6.2,-7.2,-7.5,-6.7,-6.5,-6.3,-6.7,-6.1,-7.2,-5.3,-6.4,-6.3,-6.6,-6.1,-6.8,-5.5,-6.5,-6.1,-6.2,-6.6,-6.8,-5.4,-7.0,-6.7,-6.0,-6.0,-6.2,-6.5,-6.7,-6.7,-7.4
Cc1nnc2n1c1sc(cc1C(=NC2)c1ccccc1Cl)C#CCn1c2ccccc2c(=O)c2ccccc12,-6.5,-8.1,-9.1,-7.3,-7.7,-10.8,-7.8,-8.1,-9.1,-10.0,-7.2,-8.1,-9.4,-9.0,-9.3,-6.7,-8.9,-8.3,-10.7,-8.3,-9.1,-8.6,-8.6,-9.5,-7.9,-6.0,-10.2,-7.6,-8.6,-10.7,-8.8,-8.2,-10.6,-8.7,-8.5,-8.9,-7.4,-8.4,-9.0,-8.4,-10.6
C(C(=O)Nc1cccc(C)n1)N(C)[C@@H](C)c1onc(n1)CC,-4.7,-5.9,-5.9,-5.5,-5.0,-6.8,-5.5,-5.6,-6.0,-7.0,-5.1,-6.7,-6.1,-5.7,-5.9,-5.9,-6.4,-4.6,-6.8,-5.4,-6.1,-5.9,-6.1,-5.9,-6.2,-5.9,-6.1,-5.9,-5.0,-6.4,-6.1,-5.3,-6.9,-5.7,-5.6,-5.7,-5.7,-5.7,-5.8,-5.6,-6.6
c1(cnc2ccc(cc2c1O)S(=O)(=O)N1CCOCC1)C(=O)NCCN1CCOCC1,-5.8,-7.5,-7.6,-6.7,-6.6,-8.3,-6.1,-6.8,-7.0,-8.6,-6.7,-8.0,-7.7,-7.2,-7.2,-7.1,-7.5,-6.7,-7.7,-6.2,-6.4,-7.2,-7.6,-7.2,-7.4,-6.5,-7.8,-7.1,-6.5,-7.9,-7.2,-6.6,-8.1,-6.6,-7.4,-7.0,-7.6,-7.5,-7.6,-6.6,-8.0
[C@H]1(CCCC[C@H]1NC(=O)c1ccncc1)C(C)(C)C,-4.4,-5.4,-6.1,-5.2,-5.4,-6.8,-5.7,-5.2,-5.4,-7.1,-5.3,-6.1,-6.6,-5.8,-6.2,-5.3,-6.4,-5.3,-6.8,-5.4,-6.4,-6.1,-5.6,-6.4,-5.7,-5.6,-5.9,-5.7,-5.3,-6.5,-5.7,-4.9,-7.0,-5.3,-5.3,-6.0,-5.0,-5.3,-6.2,-6.5,-7.0
N(C(=O)CCCNC(=O)NCCc1ccccc1)Cc1ccc(cc1)S(=O)(=O)N,-6.1,-7.5,-6.1,-5.8,-6.9,-7.6,-5.2,-7.3,-7.3,-7.9,-7.0,-7.3,-7.6,-6.0,-6.7,-5.1,-7.3,-5.8,-8.1,-6.7,-7.5,-6.6,-7.3,-6.4,-7.8,-6.7,-7.0,-7.0,-6.4,-6.7,-6.0,-5.1,-7.6,-6.1,-5.7,-6.0,-7.5,-7.2,-7.9,-6.1,-7.6
c1(ccc(cc1c1c(C)cccc1C)c1nc(C)c(C)[nH]1)OC,-5.9,-6.6,-7.2,-6.3,-5.9,-8.4,-6.6,-6.6,-6.7,-8.5,-6.4,-6.8,-7.1,-7.6,-6.8,-6.5,-7.2,-6.2,-7.8,-6.6,-6.2,-7.5,-6.6,-6.8,-6.8,-6.4,-7.3,-6.1,-6.7,-7.4,-6.9,-6.4,-8.1,-6.2,-6.7,-7.0,-6.5,-6.2,-6.1,-6.2,-7.7
